doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str
lk_police_press_releases	2026-02-10-2026-02-10-07-30	2026-02-10 07:30	2026-02-10	2026-02-10 07:30	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.10-at-0730_compressed.pdf	2026-02-10 07:30
lk_police_press_releases	2026-02-10-2026-02-10-05-45	2026-02-10 05:45	2026-02-10	2026-02-10 05:45	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.10-at-0545-_compressed.pdf	2026-02-10 05:45
lk_police_press_releases	2026-02-09-2026-02-09-12-40	2026-02-09 12:40	2026-02-09	2026-02-09 12:40	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.09-at-1240-_compressed.pdf	2026-02-09 12:40
lk_police_press_releases	2026-02-09-2026-02-09-05-30	2026-02-09 05:30	2026-02-09	2026-02-09 05:30	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.09-at-0530-_compressed.pdf	2026-02-09 05:30
lk_police_press_releases	2026-02-08-2026-02-08-19-00	2026-02-08 19:00	2026-02-08	2026-02-08 19:00	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.08-at-1900-_compressed.pdf	2026-02-08 19:00
lk_police_press_releases	2026-02-08-2026-02-08-05-40	2026-02-08 05:40	2026-02-08	2026-02-08 05:40	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.08-at-0540-_compressed.pdf	2026-02-08 05:40
lk_police_press_releases	2026-02-07-2026-02-07-09-00	2026-02-07 09:00	2026-02-07	2026-02-07 09:00	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.07-at-0900-_compressed.pdf	2026-02-07 09:00
lk_police_press_releases	2026-02-07-2026-02-07-05-45	2026-02-07 05:45	2026-02-07	2026-02-07 05:45	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.07-at-0545-_compressed.pdf	2026-02-07 05:45
lk_police_press_releases	2026-02-06-2026-02-06-05-45	2026-02-06 05:45	2026-02-06	2026-02-06 05:45	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.06-at-0545-_compressed.pdf	2026-02-06 05:45
lk_police_press_releases	2026-02-06-2026-02-06-05-00	2026-02-06 05:00	2026-02-06	2026-02-06 05:00	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.06-at-0500_compressed.pdf	2026-02-06 05:00
lk_police_press_releases	2026-02-05-2026-02-05-06-20	2026-02-05 06:20	2026-02-05	2026-02-05 06:20	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.05-at-0620_compressed.pdf	2026-02-05 06:20
lk_police_press_releases	2026-02-05-2026-02-05-05-35	2026-02-05 05:35	2026-02-05	2026-02-05 05:35	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.05-at-0535-_compressed.pdf	2026-02-05 05:35
lk_police_press_releases	2026-02-04-2026-02-04-07-50	2026-02-04 07:50	2026-02-04	2026-02-04 07:50	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.04-at-0750-_compressed.pdf	2026-02-04 07:50
lk_police_press_releases	2026-02-04-2026-02-04-05-35	2026-02-04 05:35	2026-02-04	2026-02-04 05:35	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.04-at-0535-_compressed.pdf	2026-02-04 05:35
lk_police_press_releases	2026-02-03-2026-02-03-15-40	2026-02-03 15:40	2026-02-03	2026-02-03 15:40	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.03-at-1540-_compressed-1.pdf	2026-02-03 15:40
lk_police_press_releases	2026-02-03-2026-02-03-10-50	2026-02-03 10:50	2026-02-03	2026-02-03 10:50	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.03-at-1050-_compressed-1.pdf	2026-02-03 10:50
lk_police_press_releases	2026-02-03-2026-02-03-10-40	2026-02-03 10:40	2026-02-03	2026-02-03 10:40	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.03-at-1040-_compressed-1.pdf	2026-02-03 10:40
lk_police_press_releases	2026-02-03-2026-02-03-05-45	2026-02-03 05:45	2026-02-03	2026-02-03 05:45	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.03-at-0545-_compressed-1.pdf	2026-02-03 05:45
lk_police_press_releases	2026-02-02-2026-02-02-18-00	2026-02-02 18:00	2026-02-02	2026-02-02 18:00	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.02-at-1800-_compressed-1.pdf	2026-02-02 18:00
lk_police_press_releases	2026-02-01-2026-02-01-13-15	2026-02-01 13:15	2026-02-01	2026-02-01 13:15	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.01-at-1315-_compressed-1.pdf	2026-02-01 13:15
lk_police_press_releases	2026-02-01-2026-02-01-11-30	2026-02-01 11:30	2026-02-01	2026-02-01 11:30	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.01-at-1130-_compressed-1.pdf	2026-02-01 11:30
lk_police_press_releases	2026-02-01-2026-02-01-10-20	2026-02-01 10:20	2026-02-01	2026-02-01 10:20	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.01-at-1020-_compressed-1.pdf	2026-02-01 10:20
lk_police_press_releases	2026-02-01-2026-02-01-05-30	2026-02-01 05:30	2026-02-01	2026-02-01 05:30	https://www.police.lk/?p=19771	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.02.01-at-0530-_compressed.pdf	2026-02-01 05:30
lk_police_press_releases	2026-01-28-2026-01-28-08-30	2026-01-28 08:30	2026-01-28	2026-01-28 08:30	https://www.police.lk/?p=19711	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.01.28-at-0830-_compressed.pdf	2026-01-28 08:30
lk_police_press_releases	2026-01-28-2026-01-28-05-30	2026-01-28 05:30	2026-01-28	2026-01-28 05:30	https://www.police.lk/?p=19711	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.01.28-at-0530-_compressed.pdf	2026-01-28 05:30
lk_police_press_releases	2026-01-27-2026-01-27-21-25	2026-01-27 21:25	2026-01-27	2026-01-27 21:25	https://www.police.lk/?p=19711	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.01.27-at-2125_compressed.pdf	2026-01-27 21:25
lk_police_press_releases	2026-01-27-2026-01-27-12-25	2026-01-27 12:25	2026-01-27	2026-01-27 12:25	https://www.police.lk/?p=19711	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.01.27-at-1225-_compressed.pdf	2026-01-27 12:25
lk_police_press_releases	2026-01-27-2026-01-27-12-15	2026-01-27 12:15	2026-01-27	2026-01-27 12:15	https://www.police.lk/?p=19711	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.01.27-at-1215-_compressed.pdf	2026-01-27 12:15
lk_police_press_releases	2026-01-27-2026-01-27-05-40	2026-01-27 05:40	2026-01-27	2026-01-27 05:40	https://www.police.lk/?p=19711	si	https://www.police.lk/wp-content/uploads/2026/02/Media-on-2026.01.27-at-0540-_compressed.pdf	2026-01-27 05:40
lk_police_press_releases	2026-01-25-2026-01-25-13-20	2026-01-25 13:20	2026-01-25	2026-01-25 13:20	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Meda-on-2026.01.25-at-1320-_compressed.pdf	2026-01-25 13:20
lk_police_press_releases	2026-01-25-2026-01-25-07-35	2026-01-25 07:35	2026-01-25	2026-01-25 07:35	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.25-at-0735-_compressed.pdf	2026-01-25 07:35
lk_police_press_releases	2026-01-25-2026-01-25-05-30	2026-01-25 05:30	2026-01-25	2026-01-25 05:30	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.25-at-0530-_compressed.pdf	2026-01-25 05:30
lk_police_press_releases	2026-01-24-2026-01-24-05-45	2026-01-24 05:45	2026-01-24	2026-01-24 05:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.24-at-0545-_compressed.pdf	2026-01-24 05:45
lk_police_press_releases	2026-01-23-2026-01-23-22-50	2026-01-23 22:50	2026-01-23	2026-01-23 22:50	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.23-at-2250-_compressed.pdf	2026-01-23 22:50
lk_police_press_releases	2026-01-23-2026-01-23-05-35	2026-01-23 05:35	2026-01-23	2026-01-23 05:35	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.23-at-0535-_compressed.pdf	2026-01-23 05:35
lk_police_press_releases	2026-01-21-2026-01-21-19-45	2026-01-21 19:45	2026-01-21	2026-01-21 19:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.21-at-1945-_compressed.pdf	2026-01-21 19:45
lk_police_press_releases	2026-01-21-2026-01-21-19-20	2026-01-21 19:20	2026-01-21	2026-01-21 19:20	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.21-at-1920-_compressed.pdf	2026-01-21 19:20
lk_police_press_releases	2026-01-21-2026-01-21-19-10	2026-01-21 19:10	2026-01-21	2026-01-21 19:10	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.21-at-1910-_compressed.pdf	2026-01-21 19:10
lk_police_press_releases	2026-01-21-2026-01-21-11-15	2026-01-21 11:15	2026-01-21	2026-01-21 11:15	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.21-at-1115-_compressed.pdf	2026-01-21 11:15
lk_police_press_releases	2026-01-21-2026-01-21-05-40	2026-01-21 05:40	2026-01-21	2026-01-21 05:40	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.21-at-0540-_compressed.pdf	2026-01-21 05:40
lk_police_press_releases	2026-01-20-2026-01-20-14-45	2026-01-20 14:45	2026-01-20	2026-01-20 14:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.20-at-1445-_compressed.pdf	2026-01-20 14:45
lk_police_press_releases	2026-01-20-2026-01-20-06-45	2026-01-20 06:45	2026-01-20	2026-01-20 06:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.20-at-0645-_compressed.pdf	2026-01-20 06:45
lk_police_press_releases	2026-01-20-2026-01-20-05-35	2026-01-20 05:35	2026-01-20	2026-01-20 05:35	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.20-at-0535-_compressed.pdf	2026-01-20 05:35
lk_police_press_releases	2026-01-19-2026-01-19-12-50	2026-01-19 12:50	2026-01-19	2026-01-19 12:50	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.19-at-1250_compressed.pdf	2026-01-19 12:50
lk_police_press_releases	2026-01-19-2026-01-19-05-35	2026-01-19 05:35	2026-01-19	2026-01-19 05:35	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.19-at-0535-_compressed.pdf	2026-01-19 05:35
lk_police_press_releases	2026-01-18-2026-01-18-17-10	2026-01-18 17:10	2026-01-18	2026-01-18 17:10	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.18-at-1710-_compressed.pdf	2026-01-18 17:10
lk_police_press_releases	2026-01-17-2026-01-17-23-20	2026-01-17 23:20	2026-01-17	2026-01-17 23:20	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.17-at-2320_compressed.pdf	2026-01-17 23:20
lk_police_press_releases	2026-01-17-2026-01-17-01-30	2026-01-17 01:30	2026-01-17	2026-01-17 01:30	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.17-at-0130-_compressed.pdf	2026-01-17 01:30
